epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.14344336092472076,0.14344336092472076,0.13785918056964874,0.13785918056964874
1,0.14007459580898285,0.14007459580898285,0.13466913998126984,0.13466913998126984
2,0.1387316733598709,0.1387316733598709,0.13358289003372192,0.13358289003372192
3,0.1381109356880188,0.1381109356880188,0.1359211653470993,0.1359211653470993
4,0.13677117228507996,0.13677117228507996,0.13321822881698608,0.13321822881698608
5,0.13497015833854675,0.13497015833854675,0.13368621468544006,0.13368621468544006
6,0.13516606390476227,0.13516606390476227,0.13038091361522675,0.13038091361522675
7,0.1344427913427353,0.1344427913427353,0.1314747929573059,0.1314747929573059
8,0.13409334421157837,0.13409334421157837,0.12974874675273895,0.12974874675273895
9,0.133694127202034,0.133694127202034,0.12914082407951355,0.12914082407951355
10,0.1332007348537445,0.1332007348537445,0.12935985624790192,0.12935985624790192
11,0.13329628109931946,0.13329628109931946,0.12923705577850342,0.12923705577850342
12,0.13321390748023987,0.13321390748023987,0.12853704392910004,0.12853704392910004
13,0.13214963674545288,0.13214963674545288,0.13210560381412506,0.13210560381412506
14,0.13298848271369934,0.13298848271369934,0.12939751148223877,0.12939751148223877
15,0.13229785859584808,0.13229785859584808,0.129263237118721,0.129263237118721
16,0.13198785483837128,0.13198785483837128,0.12818364799022675,0.12818364799022675
17,0.13184066116809845,0.13184066116809845,0.12961095571517944,0.12961095571517944
18,0.13197636604309082,0.13197636604309082,0.12796641886234283,0.12796641886234283
19,0.13165684044361115,0.13165684044361115,0.1276702880859375,0.1276702880859375
20,0.1315905600786209,0.1315905600786209,0.12761926651000977,0.12761926651000977
21,0.1311870515346527,0.1311870515346527,0.129196897149086,0.129196897149086
22,0.13111890852451324,0.13111890852451324,0.13004916906356812,0.13004916906356812
23,0.1297784000635147,0.1297784000635147,0.12825247645378113,0.12825247645378113
24,0.12999728322029114,0.12999728322029114,0.12669026851654053,0.12669026851654053
25,0.12966986000537872,0.12966986000537872,0.1273428350687027,0.1273428350687027
26,0.12965252995491028,0.12965252995491028,0.1272963285446167,0.1272963285446167
27,0.1294393390417099,0.1294393390417099,0.1272948831319809,0.1272948831319809
28,0.1292365938425064,0.1292365938425064,0.12785615026950836,0.12785615026950836
29,0.1283552199602127,0.1283552199602127,0.1273539662361145,0.1273539662361145
30,0.12809380888938904,0.12809380888938904,0.13463912904262543,0.13463912904262543
31,0.12815210223197937,0.12815210223197937,0.12598827481269836,0.12598827481269836
32,0.12787370383739471,0.12787370383739471,0.12764513492584229,0.12764513492584229
33,0.12747780978679657,0.12747780978679657,0.12689276039600372,0.12689276039600372
34,0.1272905021905899,0.1272905021905899,0.12590265274047852,0.12590265274047852
35,0.12673689424991608,0.12673689424991608,0.12548594176769257,0.12548594176769257
36,0.12633024156093597,0.12633024156093597,0.12549927830696106,0.12549927830696106
37,0.1255451738834381,0.1255451738834381,0.12470397353172302,0.12470397353172302
38,0.12483282387256622,0.12483282387256622,0.12534594535827637,0.12534594535827637
39,0.12526361644268036,0.12526361644268036,0.12630918622016907,0.12630918622016907
40,0.12512058019638062,0.12512058019638062,0.12892475724220276,0.12892475724220276
41,0.12478530406951904,0.12478530406951904,0.12860625982284546,0.12860625982284546
42,0.12426941841840744,0.12426941841840744,0.12447821348905563,0.12447821348905563
43,0.12418314814567566,0.12418314814567566,0.12731681764125824,0.12731681764125824
44,0.1240500658750534,0.1240500658750534,0.12911930680274963,0.12911930680274963
45,0.1240614652633667,0.1240614652633667,0.12988199293613434,0.12988199293613434
46,0.12382368743419647,0.12382368743419647,0.12514562904834747,0.12514562904834747
47,0.12393901497125626,0.12393901497125626,0.12469550967216492,0.12469550967216492
48,0.12362828850746155,0.12362828850746155,0.12472078949213028,0.12472078949213028
49,0.12243558466434479,0.12243558466434479,0.1255332976579666,0.1255332976579666
