epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.1534290909767151,0.1534290909767151,0.14774303138256073,0.14774303138256073
1,0.15114931762218475,0.15114931762218475,0.14653897285461426,0.14653897285461426
2,0.1503625512123108,0.1503625512123108,0.14604586362838745,0.14604586362838745
3,0.1500595510005951,0.1500595510005951,0.14578713476657867,0.14578713476657867
4,0.14965419471263885,0.14965419471263885,0.14561991393566132,0.14561991393566132
5,0.14954425394535065,0.14954425394535065,0.14549760520458221,0.14549760520458221
6,0.14954182505607605,0.14954182505607605,0.14539125561714172,0.14539125561714172
7,0.14943073689937592,0.14943073689937592,0.14529788494110107,0.14529788494110107
8,0.14930567145347595,0.14930567145347595,0.14520885050296783,0.14520885050296783
9,0.1492164134979248,0.1492164134979248,0.1451210081577301,0.1451210081577301
10,0.14930051565170288,0.14930051565170288,0.14503489434719086,0.14503489434719086
11,0.1491163671016693,0.1491163671016693,0.14495296776294708,0.14495296776294708
12,0.14904828369617462,0.14904828369617462,0.14486907422542572,0.14486907422542572
13,0.14884105324745178,0.14884105324745178,0.14479278028011322,0.14479278028011322
14,0.1488182246685028,0.1488182246685028,0.1447150558233261,0.1447150558233261
15,0.14867240190505981,0.14867240190505981,0.14463898539543152,0.14463898539543152
16,0.14877727627754211,0.14877727627754211,0.1445620059967041,0.1445620059967041
17,0.14855636656284332,0.14855636656284332,0.14448867738246918,0.14448867738246918
18,0.14850780367851257,0.14850780367851257,0.14441567659378052,0.14441567659378052
19,0.14842583239078522,0.14842583239078522,0.1443447768688202,0.1443447768688202
20,0.14835286140441895,0.14835286140441895,0.1442788541316986,0.1442788541316986
21,0.14838257431983948,0.14838257431983948,0.14420762658119202,0.14420762658119202
22,0.1482405811548233,0.1482405811548233,0.14414259791374207,0.14414259791374207
23,0.14816758036613464,0.14816758036613464,0.1440807431936264,0.1440807431936264
24,0.1481897383928299,0.1481897383928299,0.14401552081108093,0.14401552081108093
25,0.1480572521686554,0.1480572521686554,0.1439516246318817,0.1439516246318817
26,0.14791947603225708,0.14791947603225708,0.14388443529605865,0.14388443529605865
27,0.14791284501552582,0.14791284501552582,0.14382332563400269,0.14382332563400269
28,0.1478337049484253,0.1478337049484253,0.14375744760036469,0.14375744760036469
29,0.14776426553726196,0.14776426553726196,0.14369401335716248,0.14369401335716248
30,0.1476307362318039,0.1476307362318039,0.14363354444503784,0.14363354444503784
31,0.1475105881690979,0.1475105881690979,0.14357517659664154,0.14357517659664154
32,0.14745521545410156,0.14745521545410156,0.14351247251033783,0.14351247251033783
33,0.1474427729845047,0.1474427729845047,0.1434573531150818,0.1434573531150818
34,0.14735984802246094,0.14735984802246094,0.14339131116867065,0.14339131116867065
35,0.14760272204875946,0.14760272204875946,0.14333684742450714,0.14333684742450714
36,0.1474061906337738,0.1474061906337738,0.14328236877918243,0.14328236877918243
37,0.14720802009105682,0.14720802009105682,0.143222376704216,0.143222376704216
38,0.14739301800727844,0.14739301800727844,0.14316187798976898,0.14316187798976898
39,0.14719437062740326,0.14719437062740326,0.14310678839683533,0.14310678839683533
40,0.14721901714801788,0.14721901714801788,0.14305591583251953,0.14305591583251953
41,0.14710500836372375,0.14710500836372375,0.14300866425037384,0.14300866425037384
42,0.14701148867607117,0.14701148867607117,0.14295190572738647,0.14295190572738647
43,0.14708097279071808,0.14708097279071808,0.14289680123329163,0.14289680123329163
44,0.14695748686790466,0.14695748686790466,0.1428450495004654,0.1428450495004654
45,0.14706100523471832,0.14706100523471832,0.14278753101825714,0.14278753101825714
46,0.1467665284872055,0.1467665284872055,0.14273907244205475,0.14273907244205475
47,0.1466771960258484,0.1466771960258484,0.14268824458122253,0.14268824458122253
48,0.1468035876750946,0.1468035876750946,0.14263534545898438,0.14263534545898438
49,0.14674803614616394,0.14674803614616394,0.14258593320846558,0.14258593320846558
